S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE,SYMBOL
710,Arihant Capital,58.4,12.72,608.02,116.57,173.6,29.82,33.36,70.18,0,0.06,53.46,41.53,-3.98,-1.46,15.89,ARIHANTCAP
711,UTI AMC,834.6,15.42,10620.64,52.14,207.25,11.13,11.25,0,61.13,5.57,29.84,42.06,-15.63,0,15.88,UTIAMC
712,Ramky Infra,461.95,11.96,3196.59,5.7,436.47,-24.25,-68.78,69.81,0.43,0.56,35.01,28.49,-61.03,0,15.83,RAMKY
713,Adani Power,531.05,8.78,204822.74,67.32,31119.61,0.01,-58.48,71.75,1.18,15.86,36.4,43.89,-4.26,1.73,15.8,ADANIPOWER
714,Choice Intl.,258.5,42.83,5153.95,115.15,183.6,8.55,34.63,57.87,0.06,12.63,103.72,45.05,-4.48,1.6,15.78,CHOICEIN
715,Ceinsys Tech,582.75,21.34,952.18,20.14,280.88,7.4,122.32,55.36,0,0,22.27,58.54,19.67,-3.26,15.78,538734
716,Rashi Peripheral,313.95,16.77,2068.92,20.84,-12.81,-13.2,13,63.4,15.14,2.51,,43.93,-5.65,,15.77,RPTECH
717,CCL Products,604.6,29.77,8042.87,24.13,-13.37,9.37,3.99,46.26,21.44,7.77,27.28,46.68,-13.87,0,15.76,CCL
718,Ircon Intl.,219.15,21.95,20611.4,22.92,28.76,-3.44,-2.42,65.17,0.93,4.11,29.83,50.93,-1.94,-8.01,15.74,IRCON
719,Sinclairs Hotels,121.5,32.27,622.81,2.85,35.4,65.14,330.71,62.66,0,0.05,13,48.54,-2.42,-0.12,15.72,523023
720,Sangam India,411,27.24,2065.13,5.14,-76.75,1.17,-36.93,70.16,0.33,0.17,-4.84,40.63,-21.2,-0.01,15.71,SANGAMIND
721,Jindal Worldwide,332.2,90.01,6661.29,8.42,42.48,11.72,64.81,61.31,0.01,0.46,-17.62,40.67,1.12,0,15.71,JINDWORLD
722,GRM Overseas,123.95,16.69,743.7,8.05,-19.15,115.86,95.86,71.72,0,0.08,-3.15,26.9,-14.58,0,15.69,GRMOVER
723,Som Distilleries,272,25.59,2108.29,79.34,71.01,7.52,21.14,34.73,0.49,0.58,66.45,57.08,-5.79,0.23,15.65,SDBL
724,EIH,421.75,48.15,26374.73,26.41,61.63,39.71,144.25,32.85,14.16,3.71,50.26,58.82,12.93,0,15.61,EIHOTEL
725,Shankara Build.,641.55,20.46,1555.72,8.96,30.85,3.04,17.63,49.22,5.12,11.39,31.57,34.18,-26.77,-2.97,15.59,SHANKARA
726,R R Kabel,1423.4,86.23,16058.62,10.41,2.19,1.48,-4.07,62.76,8.83,4.69,,48.56,-15.7,0,15.59,RRKABEL
727,Bharat Dynamics,1686.05,64.83,30902.14,30.35,61.25,-2.3,-8.2,74.93,13.32,3.09,-9.99,47.02,-12.61,0,15.56,BDL
728,Intl. Conveyors,81.7,8.07,517.81,-49.11,190.38,-47.26,-15.68,69.18,0,0.01,-27.93,45.12,-4.05,-1.47,15.55,INTLCONV
729,Cyient DLM,689.95,107.2,5471.73,49.74,222.38,10.01,25.87,66.66,11.22,6.32,,40.82,-12.55,0,15.55,CYIENTDLM
730,JTEKT India,156.7,45.46,3984.58,17.19,55.33,-5.46,-21.25,74.98,8.74,0.46,8.04,52.09,-0.54,1,15.54,JTEKTINDIA
731,Empire Inds.,942.7,14.9,565.62,-11.13,24.63,-0.44,26.8,72.55,6.38,0,-8.88,44.67,-27.86,0,15.54,509525
732,Silver Touch,642.05,57.66,814.18,16.34,128.11,3.61,37.12,74.51,0,0,18.67,37.23,-13.4,-0.08,15.54,SILVERTUC
733,Prime Focus,100.25,,3005.98,-23.97,-437.96,-18.07,69.26,69.96,0,11.22,9.01,41.77,-5.06,0,15.53,PFOCUS
734,Religare Enterp.,219.85,19.61,7248.92,29.61,120.41,-4.66,-16.8,0,7.75,9.89,36.71,45.33,-3.3,0,15.53,RELIGARE
735,Bombay Burmah,1574.8,17.22,10987.68,1.32,429.49,-4.14,77.65,74.05,1.25,8.48,5.27,42.55,-21.92,0,15.52,BBTC
736,Tilaknagar Inds.,198.9,28.58,3833.41,24.37,78.29,6.29,18.17,40.26,0.18,11.57,33.48,40.66,-10.07,-1.7,15.5,TI
737,Antony Waste han,470.8,19.58,1336.23,-0.17,6.67,-3.17,-50.44,46.07,6.08,12.39,3.55,44.2,-12.28,-0.16,15.49,AWHCL
738,Senco Gold,774.85,33.83,6019.61,22.82,7.22,44.29,827.04,68.46,7,14.48,,49.8,-8.47,-0.02,15.49,SENCO
739,Divgi Torq,783.95,54.53,2397.55,-1.47,-22.24,-8.29,-12.59,60.48,25.08,3.57,3.97,44.94,-30.82,-0.01,15.48,DIVGIITTS
740,SBI Life Insuran,1501.1,80.82,150316.66,45.55,5.79,35.51,-15.37,55.43,14.63,25.92,131.22,51.88,5.78,-0.01,15.47,SBILIFE
741,Ritco Logistics,217.85,17.1,533.22,22.79,38.64,1.82,5.16,73.04,0,0.03,20.81,40.06,-7.42,0,15.47,RITCO
742,Dwarikesh Sugar,77.15,13.52,1452.75,-18.48,-6.75,-29.76,-4.39,42.09,0.07,3.97,-7.43,37.1,-0.86,0,15.46,DWARKESH
743,Khaitan Chemical,68.3,,662.44,-40.39,-651.53,-34.1,-24618.18,74.99,0,0.11,-24,39.8,-2.35,0,15.43,KHAICHEM
744,Chemcon Special.,252.95,34.63,926.57,-30.72,-60.92,-29.54,-25.25,74.46,0.28,0.05,-4.09,40.8,-3.87,0,15.39,CHEMCON
745,Taneja Aerospace,396.65,86.1,989.25,-18.85,-15.82,4.2,-6.37,52.32,0,0.16,11.67,45.76,-7.24,1.09,15.36,522229
746,Aarti Drugs,455.6,26.36,4188.56,-13.96,-13.87,-6.81,-8.56,57.47,5.26,2.1,-0.66,36.49,-17.09,-1.09,15.34,AARTIDRUGS
747,Shoppers Stop,754.55,114.48,8296.24,8.83,-41.27,19.09,1249.82,65.55,21.97,6.85,10.88,52.39,5.57,0,15.31,SHOPERSTOP
748,Atul,5874,48.64,17294.09,-10.29,-31.05,-4.68,-21.02,45.07,26.08,8.06,-15.75,33.43,-110.53,0.02,15.3,ATUL
749,Thyrocare Tech.,610.85,52.31,3234.61,4.88,17.89,-9.83,-26.61,71.11,13.89,3.35,4.74,40.47,1.78,-0.03,15.28,THYROCARE
750,Suprajit Engg.,408.1,37.88,5650.12,4.64,5.81,2.16,15.79,44.62,16.21,4.56,11.72,48.83,2.46,0,15.26,SUPRAJIT
751,Sanghvi Movers,1152.4,28.65,4989.89,36.38,76.35,19.33,64.73,47.25,1.62,2.12,33.42,59.08,21.09,0,15.25,SANGHVIMOV
752,NACL Industries,59.6,,1187.05,-23.94,-196.19,-37.03,-489.71,63.79,0.96,0.5,0.63,29.08,-3.3,-0.04,15.24,NACLIND
753,Dhampur Sugar,217.25,10.1,1442.27,-32.97,-31.52,-20.63,486,49.08,0.45,6.21,8.52,30.45,-7.86,0,15.22,DHAMPURSUG
754,SMC Global Sec.,121.95,8.93,1276.82,34.57,61.61,9.87,30.44,67.39,0,0.92,21.1,48.13,-0.81,0.02,15.19,SMCGLOBAL
755,HFCL,92.1,45.13,13159,-4.93,-14.45,-7.12,17.47,37.84,4.55,8.18,3.07,43.83,-2.53,0,15.17,HFCL
756,GTPL Hathway,174.15,21.89,1958.54,24.1,-36.97,9.2,-31.22,75,0.03,8.66,19.8,46.77,-7.69,0,15.16,GTPL
757,Sukhjit Starch,460.5,13.6,719.39,4.26,20,12.5,40.65,66.24,0.22,0.02,0.02,47.09,-10.16,0.01,15.15,SUKHJITS
758,Natl. Aluminium,148.75,17.45,27319.9,1.51,78.37,9.97,136.82,51.28,18.8,11.56,-10.79,49.73,-1.25,0,15.13,NATIONALUM
759,T N Petro Prod.,80.8,11.67,726.96,-32.25,-32.07,-20.28,-74.51,34.54,0.03,7.1,-15.76,32.97,-4.23,0,15.13,TNPETRO
760,Kabra Extrusion,312.8,40.85,1093.95,-40.12,-72.4,-32.09,-42.28,60.24,0.01,3.78,0.91,29.89,-18.71,0,15.12,KABRAEXTRU
761,M M Forgings,882.85,15.8,2131.27,7.39,11.93,0.95,3.82,56.34,14.47,1.93,11.92,41.41,-13.85,0,15.12,MMFL
762,Novartis India,1032.75,26.69,2549.94,5.45,249.15,7.34,12.2,70.68,0.52,0.19,-16.04,61.51,8.94,0,15.1,500672
763,Firstsour.Solu.,192.45,25.94,13554.31,6.09,-18.48,3.68,1.75,53.66,18.16,9.89,3.58,46.9,-2.33,0,15.07,FSL
764,Indo Count Inds.,324.3,18.85,6422.9,8.54,53.96,-29.29,-49.15,58.74,0.79,10.66,12.71,55.28,6.55,0,15.07,ICIL
765,Thermax,3898.85,85.16,46457.25,13.42,11.22,0.95,49.47,61.98,15.86,12.01,14.2,66.7,81.24,0,15.06,THERMAX
766,Shyam Metalics,599.3,15.66,16728.37,13.47,94.23,12.74,-73.9,74.59,4.71,3.21,8.03,45.71,-20.64,-7.03,15.01,SHYAMMETL
767,Adani Wilmar,335.7,315.95,43630.21,-16.9,-18.39,4.57,253.67,87.87,0.12,0.65,-12.23,39.9,-4.61,-0.07,15.01,AWL
768,Max Healthcare,739.05,67.95,71829.19,16.92,30.09,-2.07,4.58,23.75,11.55,60.69,21.53,42.94,-14.97,-0.01,14.99,MAXHEALTH
769,Natl.Fertilizer,88.9,,4361.26,-25.22,-76.21,33.95,223.8,74.71,8.51,1.1,-5.51,39.39,-3.84,0,14.97,NFL
770,Zydus Lifesci.,999.75,30.94,101195.11,5.83,23.34,3.12,-1.66,74.98,12.96,4.99,18.1,68.63,40.06,0,14.96,ZYDUSLIFE
771,RIR Power Electr,838.05,107.02,583.28,4.62,-40.43,-11.44,-28.66,70.5,0.02,0,18.88,47.66,-16.3,-1.01,14.92,517035
772,Wonder Electric.,595.2,87.84,797.62,36.91,187.5,109.59,3090,71.79,0,11.07,15.34,76.89,40.53,0,14.88,WEL
773,Syrma SGS Tech.,482,74.18,8559.6,37.86,-53.24,-0.7,-33.55,46.89,8.21,11.13,56.78,40.51,-15.52,-0.32,14.87,SYRMA
774,Hi-Tech Pipes,135.05,46.82,1939.13,16.74,43.44,-14.13,31.08,53.21,10.4,0.32,22.96,51.29,-6.06,-3.13,14.86,HITECH
775,Chemplast Sanmar,443.3,,7009,-25.28,-429.33,-10.09,-443.11,54.99,27.51,11.17,-27.55,46.41,-9.35,0,14.86,CHEMPLASTS
776,Symphony,867.95,50.89,5985.12,-10.83,5.13,-10.18,17.14,73.39,11.03,3.4,-9.85,48.28,-19.57,0,14.8,SYMPHONY
777,T R I L,342.1,348.61,4877.12,11.41,12.83,43.68,731.75,69.65,0,3.48,3.21,54.7,2.94,-5.26,14.8,TRIL
778,Sika Interplant,1431.8,41.93,607.08,77.47,115,42.39,-5.59,71.72,0,2.6,53.82,48.32,-53,0,14.78,523606
779,PNC Infratech,429.9,16.72,11028.62,13.5,32.44,7.08,25.08,56.07,27.24,10.98,6.24,53.25,0.1,0,14.78,PNCINFRA
780,Lumax Auto Tech.,471.95,29.18,3216.7,64.53,56.06,4.61,27.63,55.98,8.32,15.89,46.28,59.04,6.49,0,14.77,LUMAXTECH
781,AGI Greenpac,747.55,17.11,4836.45,9.69,26.09,1.13,19.56,60.24,1.34,7.6,24.83,43.41,-15.3,0,14.76,AGI
782,Westlife Food,761.1,134.06,11868.3,-1.83,-52.6,-2.36,-22.93,56.23,23.99,10.48,10.3,49.11,-17.45,0.01,14.76,WESTLIFE
783,Gland Pharma,1794.35,42.62,29554.4,64.68,-17.28,12.5,-1.14,57.86,24.17,4.05,34.65,49.01,-43.66,0,14.75,GLAND
784,Hindware Home In,389.8,59.14,2818.11,-2.75,-41.77,-1.06,-77.01,51.32,9.82,7.59,0.63,49.41,-22.14,0,14.74,HINDWAREAP
785,Ideaforge Tech,710.35,104.58,3046.36,1065.38,289.74,283.06,1562.92,29.34,6.39,3.46,,42.7,-9.88,-0.85,14.72,IDEAFORGE
786,MOIL,285.2,20.5,5803.4,1.43,36.89,-11.86,-12.06,64.68,11.29,4.71,9.33,48.87,-6.87,0,14.7,MOIL
787,Sansera Enginee.,999.2,30.24,5354.29,30.23,54.65,2.09,9.88,35.05,28.22,22.73,17.99,52.94,-11.52,-0.18,14.7,SANSERA
788,Star Health Insu,541.35,39.38,31684.32,16.46,37.57,3.37,131.09,57.94,6.11,31.01,14.46,42.05,-3.49,-0.08,14.69,STARHEALTH
789,HEG,1903.25,19.41,7345.69,6.06,-58.29,-8.43,-54.5,55.78,8.85,6.85,-1.94,60.97,16.34,0,14.66,HEG
790,Mishra Dhatu Nig,370.85,62.6,6947.5,8.85,-67.56,10.76,-9.82,74,11.84,0.96,21.98,40.06,-16.79,0,14.64,MIDHANI
791,Exicom Tele-Sys.,214.55,369.27,2592.29,80.5,-13.14,38.7,-49.55,69.57,14.15,3.11,,,-1.82,,14.63,EXICOM
792,Federal-Mogul Go,326.65,15.37,1817.15,5.44,-0.04,-6.19,-23.24,74.98,1.13,0.45,6.41,33.76,-8.45,0,14.61,FMGOETZE
793,Pokarna,432.85,16.26,1342.01,46.11,710.31,-17.47,-35.08,56.66,10.25,4.05,-3.33,32.35,-12.58,0,14.61,POKARNA
794,Assoc.Alcohols,496.75,18.64,898.08,3.14,16.28,12.1,-6.54,59.29,0.1,0.58,7.94,49.89,-1.8,0.62,14.6,ASALCBR
795,Swiss Military,28.93,76.96,568.75,34.87,54.35,15.3,-13.77,63.85,0,0,57.05,59.7,-0.45,0,14.6,523558
796,RHI Magnesita,570.7,62.68,11785.04,7.54,-12.1,-3.6,-19.18,56.07,13.76,3.67,12.31,46,-34.33,0,14.58,RHIM
797,S P Apparels,562.85,17.3,1412.34,0.39,32.91,-13.79,-38.41,61.93,19.08,1.39,1.23,42.29,-8.86,0,14.56,SPAL
798,Aptus Value Hou.,316.85,27.11,15808.41,22.76,25.5,5.35,6.47,62.09,5.21,15.42,26.48,41.83,-8.09,-0.03,14.56,APTUS
799,Beekay Steel Ind,598.55,9.54,1141.56,-7.56,60.25,-7.35,-4.75,71.5,0,0,-14.8,44.87,-10.49,0,14.53,539018
800,Syngene Intl.,698.45,55.19,28078.74,8.6,4.37,-6.22,-4.29,54.79,14.63,21.2,21.22,49.15,-12.66,0,14.53,SYNGENE
801,Zensar Tech.,590.3,21.89,13374.21,0.54,111.37,-2.96,-7.02,49.2,16.45,17.12,2.02,58.97,4.06,0,14.51,ZENSARTECH
802,Apollo Hospitals,6375.9,116.32,91675.66,13.77,59.8,0.08,2.25,29.34,18.87,46.25,16.22,57.99,-52.77,0,14.5,APOLLOHOSP
803,Maruti Suzuki,12337.7,31.82,387900.46,14.57,33.28,-10.25,-15.3,58.19,17.64,20.6,20.39,73.84,208.24,1.71,14.5,MARUTI
804,Ratnaveer Precis,119.45,16.74,579.32,80.48,132.66,35.58,16.04,55.48,0.01,3.82,,43.02,-3.88,0,14.5,RATNAVEER
805,V-Guard Industri,321.9,70.56,13975.15,10.18,30.15,0.6,-10.33,54.57,20.45,13.01,9.06,49.89,3.91,-1.05,14.47,VGUARD
806,Geojit Fin. Ser.,66.5,12.95,1590.31,33.06,52,5.75,1.15,54.59,0,2.59,17.19,39.01,-3.39,-0.01,14.46,GEOJITFSL
807,Kansai Nerolac,268.65,33.53,21717.12,5.03,39.57,-1.93,-13.33,74.99,11.84,4.28,5.87,33.68,-11.8,0,14.46,KANSAINER
808,Five-Star Bus.Fi,715.75,27.21,20920.06,46.78,43.55,9.36,8.71,26.53,7.82,54.28,42.05,57.6,-21.47,-4.77,14.44,FIVESTAR
809,Arihant Super.,316.55,27.42,1302.92,3.94,-21.75,9.48,-2.8,74.71,0,0,7.95,44.13,-9.64,0,14.43,ARIHANTSUP
810,UPL,470,,35278.56,-27.72,-209.6,-2.78,-448.46,32.35,16.82,34.39,-11.93,46.06,-10.79,0,14.31,UPL
811,Auto.Corp.of Goa,2106.85,36.45,1282.78,59.43,138.54,12.71,29.02,49.77,0,0.01,19.23,64.3,73.17,0,14.3,505036
812,Kellton Tech,100.85,21.57,977.39,6.31,-50.82,2.02,-50.82,52.11,0,0.44,10.67,45.31,0.04,-0.03,14.3,KELLTONTEC
813,Salasar Techno,21.55,66.57,3401.72,26.2,56.78,10.36,85.19,63.07,0,8.85,24.24,43.93,-0.65,-0.01,14.3,SALASAR
814,JK Lakshmi Cem.,855.9,24.03,10071.38,9.03,80.6,8.15,56.62,46.31,27.57,10.83,11.2,45.07,-19.2,0,14.25,JKLAKSHMI
815,Fusion Microfin.,464.95,9.61,4678.83,29.3,23.41,8.49,0.6,57.7,22.81,6.74,37.46,33.1,-26.92,-10.22,14.24,FUSION
816,Voith Paper,1887.7,21.41,828.7,7.55,37.05,-12.81,-0.62,74.04,0.37,0,10.28,41.37,-46.41,0,14.23,522122
817,Glenmark Pharma.,951,216.74,26836.09,-19.14,-338.6,-21.85,-437.29,46.65,10.92,23.71,3.3,58.13,14.51,0,14.2,GLENMARK
818,GPT Infraproject,158.9,18.2,924.35,26.6,115.31,8.62,6.8,75,3.67,0.59,25.69,44.12,-5.44,0,14.19,GPTINFRA
819,Jindal Steel,832.9,15.3,84963.14,-6.03,174.3,-4.48,38.69,61.2,15.33,11.75,-5.81,58.65,10.66,0,14.17,JINDALSTEL
820,Cool Caps,458,98.59,529.45,30.96,14.67,-30.97,139.87,73.95,0,0,,54.64,-5.19,0.42,14.16,COOLCAPS
821,Valiant Organics,412.8,32.53,1138.3,-43.54,-141.81,-30.4,-266.11,37.9,0.87,0.69,-26.49,43.29,-12.54,0,14.12,VALIANTORG
822,Kalpataru Proj.,1064.9,39.76,17298.89,22.28,29.36,8.37,60,40.6,43.81,7.69,18.77,60.71,44.62,-0.47,14.08,KPIL
823,Windlas Biotech,531.15,20.99,1104.72,35.51,64.31,6.25,7.63,62.82,11.71,1.35,21.98,52.88,5.75,0,14.08,WINDLAS
824,Khazanchi Jewell,307.2,103.57,760.22,,,,,73.68,1.54,0,,44.66,-1.67,-26.32,14.07,543953
825,Tasty Bite Eat.,12787.75,68.2,3281.34,25.8,65.78,-8.48,-44.98,74.23,0.47,3.77,17.16,44.52,-234.53,0,14.03,TASTYBITE
826,Alpex Solar,268.85,173.61,657.97,,,,,68.76,,,,34.43,-17.72,,13.98,ALPEXSOLAR
827,O N G C,263.25,7.22,331175.85,-2.15,-9.91,12.73,-35.07,58.89,18.73,9.2,-4.85,48.66,2,0,13.92,ONGC
828,Team Lease Serv.,2848.1,44.78,4775.95,21.76,-4.27,7.6,12.55,31.61,35.33,26.26,16.52,44.82,-55.56,0,13.88,TEAMLEASE
829,BCL Industries,59.85,17.48,1606.07,16.55,34.12,29.43,66.7,56.92,0,5.88,7.55,40.44,-4.1,-3.49,13.88,BCLIND
830,Yatra Online,152.8,,2397.68,23.06,118.89,17.22,106.19,64.46,24.39,4.52,,46.11,-5.52,0,13.81,YATRA
831,Balkrishna Inds,2276.05,35.35,43999.96,5.03,181.8,0.94,-12.09,58.29,21.32,12.69,-7.37,46.23,-29.7,0,13.79,BALKRISIND
832,Greenlam Industr,486.55,43.54,6207.11,11.89,-11.74,-6.67,-35.18,50.98,15.54,1.28,13.39,46.33,-14.73,-0.24,13.79,GREENLAM
833,Paramount Comm.,69.55,27.84,1944.69,30.34,53.84,12.6,13.03,49.59,0,7.04,22.61,39.14,-6.26,-11.5,13.78,PARACABLES
834,B.L.Kashyap,66.3,51.54,1494.67,28.18,-77.07,-0.8,-42.37,61.65,0,0.3,4.8,43.56,-2.47,0,13.77,BLKASHYAP
835,Endurance Tech.,1786.4,41.41,25128.01,22.23,40.7,0.63,-1.48,75,15.4,7.82,13.53,45.63,-30.94,0,13.77,ENDURANCE
836,HBL Power System,465,54.39,12889.56,80.23,252.17,7.67,15.45,59.11,0.41,2.66,57.16,46.59,-14.63,0,13.74,HBLPOWER
837,Taylormade Renew,471.1,52.52,522.58,,,113.14,323.68,63.09,0,0,,30.22,-44.58,-2.39,13.72,541228
838,Arvind Fashions.,442.1,96.72,5877.42,4.87,212.63,-4.13,75.37,36.78,8.37,16.76,8.25,43.27,-6.49,-0.01,13.72,ARVINDFASN
839,Himadri Special,314.25,40.47,15044.55,1.46,66.87,4.78,8.11,44.79,0.57,4.83,2.91,37.85,-11.52,-0.07,13.71,HSCL
840,Rishabh Instrum.,428.9,31.58,1637.03,18.97,-55.66,-11.53,-67.18,70.68,14.71,2.1,,33.45,-28.95,0,13.71,RISHABH
841,Container Corpn.,868.1,43.27,52892.84,10.28,12.66,0.72,-10.29,54.8,22.76,19.55,6.15,39.51,-13.71,0,13.7,CONCOR
842,Patel Engineerin,56.85,21.86,4398.01,11.14,49.2,3.89,82.77,39.42,5.59,2.83,16.44,39.27,-2.76,0,13.69,PATELENG
843,CSL Finance,445.35,17.9,1014.62,45.37,40.5,18.51,12.82,47.71,1.23,1.48,43.07,52.69,-11.96,0,13.68,CSLFINANCE
844,Alkem Lab,4789.75,34.04,57268.65,9.31,40.03,-3.38,-1.73,56.74,15.91,8.49,13.08,35.19,-49.56,0,13.67,ALKEM
845,IOL Chemicals,386.55,13.16,2269.26,-0.59,-3.81,-4.57,-38.53,48.19,0.36,2.18,0.64,46.26,-12.46,0,13.66,IOLCP
846,Sheela Foam,947.2,60.19,10295.81,15.5,-49.2,43.33,-29.68,65.48,24.99,6.12,-0.53,29.77,-37.73,0,13.59,SFL
847,Patanjali Foods,1380.6,60.76,49977.01,-0.2,-19.56,1.14,-14.93,73.82,2.02,10.93,4.39,36.08,-49.43,0,13.52,PATANJALI
848,Mangalore Chem.,103.05,5.61,1221.35,-45.4,-56.7,-54.58,-51.29,60.63,2.12,1.61,143.28,35.14,-5.36,0,13.52,MANGCHEFER
849,Optiemus Infra.,268.7,46.2,2306.98,47.45,42.64,75.59,232.04,74.89,0.05,0.01,40.9,36.97,-7.7,0,13.49,OPTIEMUS
850,Oriental Hotels,117.4,41.06,2096.75,-3.44,19.51,12.12,324.71,67.56,1.92,0.69,19.98,39.8,-2.32,0,13.49,ORIENTHOT
851,Popular Vehicles,280.3,32.04,1995.69,,,,,61.18,9.19,6.32,,,0.65,-4.61,13.49,PVSL
852,NLC India,214.1,11.53,29687.89,-13.99,163.69,6.28,-76.6,79.2,8.85,1.21,14.11,45.19,-7.31,0,13.47,NLCINDIA
853,Kolte Patil Dev.,457.4,46.24,3476.44,-79.41,-143.76,-61.75,-140.34,74.45,4.51,2.59,122.47,48.6,-15.13,0,13.45,KOLTEPATIL
854,Kirloskar Oil,866.15,31.88,12555.35,13.9,26.41,6.53,14.65,41.23,24.37,9.06,17.2,55.92,7.68,0,13.44,KIRLOSENG
855,NOCIL,248.6,34.59,4142.81,4.57,61.12,-2.92,10.46,33.84,2.83,6.98,-11.2,45.71,-6.52,0.01,13.41,NOCIL
856,ASM Technologies,938.3,,1029.53,2.92,-118.92,10.58,73.63,62.79,0.02,0,-5.42,54.41,69.83,0,13.4,526433
857,G S F C,200.45,10.74,7987.48,-43.19,-72.49,-35.59,-60.64,37.84,3.65,19.82,-3.49,38.85,-13.04,0,13.38,GSFC
858,Kirloskar Indus.,4062.2,21.93,4032.77,-3.28,-31.68,-1.55,14.82,71.77,1.89,0.73,9.53,49.05,-0.13,0,13.38,KIRLOSIND
859,360 ONE,665.85,33.31,23887.04,25.25,12,15.53,3.33,17.77,8.87,62.48,17,40.33,3.54,-3.07,13.37,360ONE
860,Sterling Tools,328.75,24.38,1184.3,11.61,-2.44,10.36,8.99,65.77,5.68,0.01,20.14,41.66,-8.8,0,13.34,STERTOOLS
861,Nilkamal Ltd,1755,19.4,2618.46,6.52,-11.69,3.59,17.25,64.54,20.01,1.16,5.14,27.89,-63.28,0,13.32,NILKAMAL
862,Pennar Industrie,124.05,18.02,1674.01,7.59,20.12,-8.52,13.46,39.74,0.35,4.31,2.22,44.18,-5,0,13.32,PENIND
863,Kalyani Steels,882.55,15.13,3853.21,7.44,67.17,-0.06,12.02,64.7,9.37,2.71,1.63,53.45,39.65,0,13.29,KSL
864,Olectra Greentec,1785.65,162.6,14656.75,33.42,87.69,11.39,45.96,50.02,0.15,7.78,34.98,47.24,-25.42,0,13.29,OLECTRA
865,Ind-Swift Labs.,100.85,20.78,595.89,-8.05,-29.38,-0.76,-38.66,42.01,18.73,0.31,-0.94,40.07,-0.62,0,13.26,INDSWFTLAB
866,Jayant Agro Org.,227.3,13.71,681.9,-18.32,109.23,-20.59,-41.53,67.12,0.02,0.16,-19.44,50.21,-7.24,0,13.25,JAYAGROGN
867,BSE,2197.8,73.15,29753.02,78.5,123.12,17.7,-10.25,0,11.27,12.03,50.24,49.74,-55.61,0,13.23,BSE
868,TVS Motor Co.,2050.8,59.59,97433.51,25.39,58.87,1.82,22.52,50.27,21.79,19.27,21.75,40.84,10.85,0,13.19,TVSMOTOR
869,Multi Comm. Exc.,3336.85,24663.68,17017.94,33.41,-113.79,16,71.95,0,53.01,26.61,30.92,44.87,-54.7,0,13.16,MCX
870,Manorama Indust.,347.55,55.09,2071.36,3.22,3.91,-16.38,-13.59,57.26,2.55,2.81,34.4,43.11,-13.85,0,13.16,MANORAMA
871,Neogen Chemicals,1253.65,100.1,3307.34,-11.71,-92.78,1.69,-86.62,56.89,22.85,4.51,10.91,39.17,-29.8,-3.3,13.15,NEOGEN
872,Paras Defence,649.65,77.34,2533.64,4.44,-27.69,5,-24.75,58.94,2.73,0.49,4.27,37.58,-23.81,0,13.15,PARAS
873,DCX Systems,283.95,38,3162.82,-44.38,-31.23,-35.95,-41.74,62.29,11.47,6.75,25.63,42.26,-14.42,-9.44,13.12,DCXINDIA
874,Jindal Drilling,681.45,19.71,1974.84,32.42,21.85,28.84,0.88,63.4,0.84,0.27,6.69,56.26,-24.35,0,13.1,JINDRILL
875,Power Grid Corpn,275.75,16.3,256464.15,2.56,10.5,2.51,6.53,51.34,14.77,30.51,5.13,51.18,0.96,0,13.09,POWERGRID
876,Time Technoplast,220.35,17.75,5000.38,17.37,49.55,10.92,30.3,51.51,10.42,5.7,15.84,58.08,2.82,-0.18,13.08,TIMETECHNO
877,Confidence Petro,88.6,22.41,2561.44,-23.01,-1.96,-13.19,-10.62,56.15,1.15,1.94,69.57,39.34,-1.92,-5.16,13.07,CONFIPET
878,SBI Cards,704.1,28.59,66952.92,31.76,7.78,13.05,-8.94,68.75,16.27,9.35,28.54,45.42,-7.97,-0.19,13.05,SBICARD
879,Arfin India,52.99,97.47,842.14,-4.02,-16.39,-13.99,14.37,74.09,0,2.56,0.05,46.97,0.67,-0.02,13,539151
880,T.V. Today Netw.,211.8,22.64,1263.78,13.57,5.43,22.83,314.81,58.45,12.97,1.46,2.19,33.12,-7.21,0,12.97,TVTODAY
881,Motil.Oswal.Fin.,1672.2,13.23,24901.59,65.9,191.4,8.36,24.25,69.39,6.76,6.48,51.06,56.07,-35.52,-0.13,12.94,MOTILALOFS
882,Bedmutha Indus.,220.45,38.49,711.26,23.25,21.95,-3.73,63.32,57.05,0,0.01,15.79,41.01,-12.46,0,12.93,BEDMUTHA
883,Balmer Law. Inv.,600.1,8.95,1332.22,13.8,76.13,-0.06,5.85,59.67,0.14,0.82,4.34,46.02,-10.01,0,12.93,532485
884,Eveready Inds.,333.1,54.62,2420.97,-7.72,54.6,-16.44,-66.94,43.21,2.55,0.46,3.77,44.3,-4.29,0,12.91,EVEREADY
885,UltraTech Cem.,9681.75,43.61,279502.68,7.85,67.72,4.55,38.61,59.96,13.68,18.2,14.74,47.05,-84.61,0,12.91,ULTRACEMCO
