SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE
WENDT,2229,Industrial Products,Capital Goods,Industrials,FALSE,54.82,2212.38,6.59,-4.67,6.86,7.26,75,6.82,0.02,9.17,34.19,-513.3,0,28.82
KCP,2224,Cement & Cement Products,Construction Materials,Commodities,FALSE,13.51,2234.2,41.07,800.62,10.95,90.44,43.95,0.62,1.9,29.25,43.92,-5.85,0.01,6.22
HINDOILEXP,2223,Oil,Oil Gas & Consumable Fuels,Energy,FALSE,8.45,2219.04,5.45,-6.03,58.72,7.85,0,0.61,1.25,109.81,40.01,-5.15,0,20.37
RPSGVENT,2217,Commercial Services & Supplies,Services,Services,FALSE,,2207.03,7.35,-640.64,3.24,-264.23,63.51,2,6.5,8.33,46.8,-20.25,4.42,9.32
SHAILY,2215,Industrial Products,Capital Goods,Industrials,FALSE,46.3,2216.78,16.28,156.08,0.55,34.07,43.81,12.99,7,-1.83,49.41,14.27,0,11.37
BSHSL,2214,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,105.34,2212.08,10.7,3.46,126.13,338.22,73.81,0,0,20.02,43.23,-9.96,0,22.15
MANINDS,2211,Industrial Products,Capital Goods,Industrials,FALSE,20.67,2209.39,26.58,-17.74,-18.17,-21.62,46.1,3.31,1.62,47.52,47.73,-8.5,-3.52,10.42
JINDALPOLY,2211,Industrial Products,Capital Goods,Industrials,FALSE,,2213.18,10.95,79.91,-4.82,-259.65,74.55,0.04,3.08,-27.24,35.56,-24.94,0,12.46
BEPL,2205,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,14.39,2193.69,-13.9,20.23,-7.13,-16.54,57.47,0.05,1.13,-16.55,38.45,-3.83,0,19.14
SUVEN,2203,Healthcare Services,Healthcare,Healthcare,FALSE,,2196,-18.33,18.31,-19.93,-229.34,69.57,0.01,0.54,-17.56,44.52,-1.27,0,-52.7
MOREPENLAB,2201,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,28.94,2203.14,27.57,255.84,5.4,50.47,38.22,2.21,2.11,16.46,41.1,-2.04,0,8.57
GENESYS,2198,IT - Services,Information Technology,Information Technology,FALSE,245.35,2232.66,9.02,103.49,78.79,558.6,37.99,0.05,8.16,5.61,51.8,17.89,-1.66,7.55
TARSONS,2197,Healthcare Equipment & Supplies,Healthcare,Healthcare,FALSE,39.61,2190.24,0.77,-37.53,-6.83,-21.33,47.31,2.6,6.83,-4.56,33.31,-19.24,0,18.95
ASTEC,2196,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,,2196.53,-56.66,-2995.24,-54.16,-81.22,66.75,9.74,1.28,-41.24,68.79,36.76,0,7.82
APCOTEXIND,2196,Industrial Products,Capital Goods,Industrials,FALSE,35.78,2210.41,9.77,-45.36,-7.96,-27.3,58.23,0.44,0.51,-2.3,39.53,-13.52,0,28
EMSLIMITED,2191,Other Utilities,Utilities,Utilities,FALSE,20.46,2198.46,31.83,26.5,-5.21,-17.48,69.7,1.45,4.09,,37.36,-28.16,0,32.74
UDS,2169,Commercial Services & Supplies,Services,Services,FALSE,41.84,2167.12,17.33,332.42,5.99,123.75,58.74,15.26,7.26,,44.14,-5.94,0.27,16.8
MUKANDLTD,2167,Ferrous Metals,Metals & Mining,Commodities,FALSE,10.88,2165.27,-11.56,3.25,-14.53,-16.95,74.7,1.19,0.32,-5.93,39.19,-7.14,0,-8.29
LUMAXIND,2161,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,21.9,2161.81,9.03,-13.41,-1.87,-2.55,75,1.42,1.12,11,48.55,-31.73,0,19.22
EIHAHOTELS,2160,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,30.7,2160.93,14.5,25.56,115.46,4217.39,75,0,13.81,30.58,53.11,-0.27,0,23.26
TCNSBRANDS,2155,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,,2161.42,-9.03,-10424,23.41,62.14,52.06,1.75,5.03,-9.34,33.16,-11.55,-8.99,1.72
VAKRANGEE,2151,IT - Services,Information Technology,Information Technology,FALSE,959.74,2140.22,4.9,430.77,0.04,195.24,42.6,6.29,3.31,-12.64,35.92,-1.06,0,2.65
TAJGVK,2149,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,34.18,2152.86,5.43,39.78,24.28,117.52,74.99,3.46,0.8,19.29,52.65,3.13,0,21.76
PRECWIRE,2144,Industrial Products,Capital Goods,Industrials,FALSE,33.52,2139.43,14.38,19.22,-2.97,10.4,57.93,0,0.02,8.35,39.84,-4.36,0,26.75
MBAPL,2135,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,44.41,2120.13,-14.85,-96.64,-12.45,-91.29,74.54,0,0,10.29,40.8,-3.11,0.28,37.76
MMFL,2134,Industrial Products,Capital Goods,Industrials,FALSE,15.8,2131.27,7.39,11.93,0.95,3.82,56.34,14.47,1.93,11.92,41.41,-13.85,0,15.12
ALEMBICLTD,2116,Realty,Realty,Consumer Discretionary,FALSE,8.3,2119.73,28.45,34.59,21.81,-32.29,70.88,0.04,0.89,47.94,35.16,-3.64,0,4.18
GTLINFRA,2113,Telecom - Services,Telecommunication,Telecommunication,FALSE,,,,,,,,,,,,,,
ADFFOODS,2109,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,32.56,2111.03,5.21,3.08,4.04,27.86,36.28,8.01,9.57,12.71,47.37,-1.54,-0.01,16.96
SDBL,2104,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,25.59,2108.29,79.34,71.01,7.52,21.14,34.73,0.49,0.58,66.45,57.08,-5.79,0.23,15.65
GANDHAR,2104,Petroleum Products,Oil Gas & Consumable Fuels,Energy,FALSE,11.04,2099.31,0.42,9.08,10.15,5.93,64.63,6.61,2.53,,34.42,-8.25,0,37.34
MTNL,2104,Telecom - Services,Telecommunication,Telecommunication,FALSE,,2107.35,-15.47,-8.19,-2.83,-5.83,56.25,13.75,0.47,-15.04,36.52,-2.11,-0.57,-7.04
TTKHLTCARE,2099,Diversified,Diversified,Diversified,FALSE,32.46,2109.87,0.71,7.42,-1.03,-19.49,74.56,3.13,1.85,7.07,49.28,9.39,0,10.06
MAYURUNIQ,2097,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,18.19,2091.26,2.82,12.2,-3.82,3.1,58.52,8.67,2.84,7.29,32.13,-11.65,0,17.8
SANGAMIND,2093,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,27.24,2065.13,5.14,-76.75,1.17,-36.93,70.16,0.33,0.17,-4.84,40.63,-21.2,-0.01,15.71
MOL,2093,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,,2081.56,-35.98,-557.84,-7.12,-149.22,49.32,0.26,1.3,-37.31,43.54,-1.32,0,16.13
ORIENTHOT,2090,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,41.06,2096.75,-3.44,19.51,12.12,324.71,67.56,1.92,0.69,19.98,39.8,-2.32,0,13.49
CENTUM,2085,Industrial Manufacturing,Capital Goods,Industrials,FALSE,70.19,2100.69,51.27,174.97,20.13,258.99,58.79,7.25,0.38,33.35,46.79,-3.21,-0.01,7.65
BARBEQUE,2077,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,,2077.59,0.83,-11.72,9.67,140.49,33.73,25.21,17.76,2.92,35.09,-18.79,-0.04,8.92
JASH,2075,Industrial Manufacturing,Capital Goods,Industrials,FALSE,33.96,2072.34,21.71,33.41,46.22,165.11,50.98,3.95,1.21,20.79,53.35,-17.67,0,22.54
UGROCAP,2073,Finance,Financial Services,Financial Services,FALSE,20.63,2077.94,47.3,147.94,9.46,12.6,2.24,4.46,19.77,68.91,34.86,-9.8,0,10.93
HIL,2064,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,209.49,2063.49,2.23,-157.3,8.44,54.5,40.57,3.33,2.47,-4.85,47.09,-27.15,-0.02,8.71
GLOBUSSPR,2058,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,15.57,2058.78,16.05,65.27,21.22,241.04,50.98,1.63,4.65,15.57,30.44,-20.29,-0.04,18.51
SIYSIL,2043,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,9.97,2034.17,0.15,-14.85,-14.24,-27.9,67.44,3.44,1.75,-0.51,34.44,-15.5,0.26,27.92
MANORAMA,2041,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,55.09,2071.36,3.22,3.91,-16.38,-13.59,57.26,2.55,2.81,34.4,43.11,-13.85,0,13.16
KRSNAA,2031,Healthcare Services,Healthcare,Healthcare,FALSE,39.13,2033.12,30.94,-19.44,3.2,20.16,27.03,16.59,3.44,20.42,49.09,-24.2,-0.77,11.94
IRMENERGY,2021,Gas,Oil Gas & Consumable Fuels,Energy,FALSE,35.98,2024.45,-15.02,21.94,2.72,-13.38,50.07,12.58,0.5,,43.82,-15.98,,17.82
HPL,2019,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,48.73,2003.6,21.21,87.74,4.31,8.34,72.66,0.23,0,14.48,48.27,-2.85,0,8.85
GOCLCORP,2016,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,37.37,2011.16,-32.71,-55.36,2.34,-1.78,73.83,2.69,0.07,12.86,37.44,-20.75,0,5.68
VISHNU,2008,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,18.18,1981.21,-6.66,-34.59,-1.42,-13.46,68.36,7.09,0.33,-9.54,55.76,-8.25,0,30.12
TCPLPACK,2007,Industrial Products,Capital Goods,Industrials,FALSE,19.28,2003.46,-3.27,-22.57,-8.9,-31.5,55.74,6.49,0.74,8.6,43.76,17.7,0,21.91
THEMISMED,1997,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,44.36,2009.24,-7.06,-44.63,-21.25,-34.89,67.16,0.01,0.01,3.46,45.15,-1.97,0,19.74
GREENPOWER,1991,Power,Power,Utilities,FALSE,68.41,1990.87,19.77,-167.22,-72.22,-127.52,29.42,2.73,1.29,11.44,43.7,-1.35,-3.06,7.19
BFINVEST,1985,Finance,Financial Services,Financial Services,FALSE,6.69,1990.33,15.14,-1.95,-38.06,-16.4,74.13,0.44,1.53,33.1,45.6,-6.93,0,7.88
JINDRILL,1981,Oil,Oil Gas & Consumable Fuels,Energy,FALSE,19.71,1974.84,32.42,21.85,28.84,0.88,63.4,0.84,0.27,6.69,56.26,-24.35,0,13.1
SESHAPAPER,1980,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,5.94,1968.67,-14.81,-38.17,30.66,-5.77,42.78,0.02,12.98,-3.34,41.99,-6.04,0,36.53
VPRPL,1974,Construction,Construction,Industrials,FALSE,21.11,1973.11,-13.81,-23.45,-18.35,-18.26,67.81,4.96,3.06,,38.99,-10.21,0,33.92
SHRIRAMPPS,1972,Realty,Realty,Consumer Discretionary,FALSE,27.79,1958.75,25.81,-17.35,7.34,-8.33,27.99,3.6,6.67,-3.04,49.54,-5.09,-0.01,10.07
RAMASTEEL,1968,Industrial Products,Capital Goods,Industrials,FALSE,,,,,,,,,,,,,,
ANDHRAPAP,1966,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,4.24,1975.18,-16.52,-51.54,-1.13,-17.78,72.31,2.21,2.62,8.55,37.83,-14.17,0,51.95
PARACABLES,1957,Industrial Products,Capital Goods,Industrials,FALSE,27.84,1944.69,30.34,53.84,12.6,13.03,49.59,0,7.04,22.61,39.14,-6.26,-11.5,13.78
MANGLMCEM,1956,Cement & Cement Products,Construction Materials,Commodities,FALSE,33.46,1942.27,2.38,2909.43,2.62,35.28,36.63,3.4,6.2,-1.54,52.2,-1.83,0.31,7.79
SJS,1955,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,31.8,1949.8,27.38,15.5,4.51,1.1,21.8,31.93,12.85,11.28,53.94,0.03,0,19.87
EXPLEOSOL,1954,IT - Services,Information Technology,Information Technology,FALSE,19.17,1956.03,4.17,-38.51,6.89,65.89,71.05,3.26,0.03,8.65,38.64,-23.46,0,38.83
PANAMAPET,1951,Petroleum Products,Oil Gas & Consumable Fuels,Energy,FALSE,10.57,1956.06,-10.63,-17.53,-10.89,-11.85,67.31,0.01,8.31,-5.2,45.27,-3.02,-1.94,34.93
PNBGILTS,1950,Finance,Financial Services,Financial Services,FALSE,247.8,1957.61,29.83,-381.44,11.01,62.38,74.07,0,0.01,30.93,49.32,-0.45,0,4.83
IFGLEXPOR,1945,Industrial Products,Capital Goods,Industrials,FALSE,19.73,1944.32,15.89,-90.37,-19.61,-96,72.43,11.7,0.37,18.01,45.05,-37.01,0,10.11
SIGACHI,1942,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,39.27,1940.86,61.15,63.95,11.87,6.48,45.43,0,1.58,25.79,38.54,-4.33,-3.06,19.6
RICOAUTO,1935,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,39.25,1946.97,-4.51,8.64,-5.48,63.04,50.34,0,1.11,1.05,64.78,8.98,0,9.5
RUPA,1935,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,30.23,1947.16,34.96,276.45,5.44,1.22,73.28,4.23,0.62,5.47,35.2,-6.98,0,7.56
GTPL,1934,Entertainment,Media Entertainment & Publication,Consumer Discretionary,FALSE,21.89,1958.54,24.1,-36.97,9.2,-31.22,75,0.03,8.66,19.8,46.77,-7.69,0,15.16
FOSECOIND,1915,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,29.97,1914.6,15.71,30.59,-0.71,10.43,74.98,0.12,0.22,17.48,31.27,-162.15,0,31.64
DPABHUSHAN,1914,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,38.1,1910.13,13.94,-14.57,40.13,25.36,75,0,0,7.78,65.78,17.71,0,23.98
HITECH,1914,Industrial Products,Capital Goods,Industrials,FALSE,46.82,1939.13,16.74,43.44,-14.13,31.08,53.21,10.4,0.32,22.96,51.29,-6.06,-3.13,14.86
NITINSPIN,1911,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,14.62,1913.73,39.69,0.54,1.77,0.16,56.41,13.32,1.09,16.6,48.5,-5.59,0,11.9
GOLDIAM,1905,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,21.42,1909.5,13.27,13.45,51.27,38.12,64.26,0,0,12.46,47.58,-3.28,-2.34,20.93
DREDGECORP,1901,Engineering Services,Services,Services,FALSE,41.25,1886.36,-28.52,96.75,34.21,62.37,73.47,5.3,0.11,-6.55,45.78,-22.57,0,2.51
BHARATWIRE,1890,Industrial Products,Capital Goods,Industrials,FALSE,20.91,1892.59,8.95,39.6,-1.19,7.85,39.83,2.63,1.39,13.86,38.99,-13.96,0,16.25
PRECAM,1889,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,52.71,1881.19,-7.26,-32.36,1.28,190.15,65.37,0.13,0.12,3.82,41.9,-9.07,0,8.3
RIIL,1883,Transport Services,Services,Services,FALSE,89.08,1885.91,-13.48,53.81,4.11,14.15,45.43,0.03,0.98,-7.5,40.15,-39.54,0,2.73
YASHO,1881,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,34.21,1889.65,-13.22,78.19,-6.82,23.97,72.33,0,0.13,-19.44,43.61,-26.35,0.79,22.34
ADORWELD,1874,Industrial Products,Capital Goods,Industrials,FALSE,28.19,1876.87,11.59,-17.02,-1.96,-30.03,56.9,4.43,0.3,17.89,43.06,-28.3,0,26.76
CANTABIL,1873,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,30.16,1831.96,7.47,-10.58,29.12,221.33,73.18,0,4.46,16.71,51.28,-9.57,-1.79,25.29
DEEPINDS,1869,Oil,Oil Gas & Consumable Fuels,Energy,FALSE,15.66,1857.6,6.76,10.4,3.33,-5.35,63.49,0,2.03,29.89,68.9,1.95,0,8.39
ARMANFIN,1868,Finance,Financial Services,Financial Services,FALSE,11.73,1864.49,63.78,91.08,5.26,2.89,23.72,7.66,6.64,80.16,39.18,-108.47,-2.86,18.74
MONARCH,1866,Capital Markets,Financial Services,Financial Services,FALSE,19.01,1846.4,59.5,175.23,3.04,4.16,55.86,0,0.93,61.09,42.12,-13.5,3.49,31.19
63MOONS,1856,IT - Software,Information Technology,Information Technology,FALSE,9.41,1856.73,72.38,355.71,1.23,12.78,45.63,0.12,6.49,168.04,40.18,-16.46,0,1.99
RAMCOIND,1838,Other Construction Materials,Construction Materials,Commodities,FALSE,15.47,1826.9,9.59,1658.67,5.64,735.66,53.88,4.18,0.9,-0.1,44.06,-6.96,0,3.42
JUBLINDS,1831,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,29.01,1837.21,-15.92,255.56,-6.15,-368.14,74.78,0.02,0.14,-9.41,53.92,99.13,0,27.26
FMGOETZE,1824,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,15.37,1817.15,5.44,-0.04,-6.19,-23.24,74.98,1.13,0.45,6.41,33.76,-8.45,0,14.61
SERVOTECH,1817,Electrical Equipment,Capital Goods,Industrials,FALSE,126.69,1766.09,-39.81,-69.64,-26.03,-63.79,60.6,0,4.74,79.23,43.92,-2.54,0,17.67
HERCULES,1776,Industrial Manufacturing,Capital Goods,Industrials,FALSE,59.35,1783.36,11.85,17.16,-3.15,16.37,69.61,0,0.06,29.25,77.96,20.14,0,4.57
PIXTRANS,1771,Industrial Products,Capital Goods,Industrials,FALSE,22.83,1772.72,14.18,86.38,2.86,6.48,61.82,5.23,0.24,5.18,47.92,-2.48,0,19.54
WEBELSOLAR,1770,Electrical Equipment,Capital Goods,Industrials,FALSE,55.84,1769.5,54.55,939.31,70,-1283.29,27.71,0.25,0.77,-26.82,61.25,-2.88,0.94,-11.25
TNPL,1758,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,6.32,1758.28,-0.62,-85.65,29.5,-46.53,35.32,12.65,4.9,-1.88,40.03,-6.64,0,20.61
SURYODAY,1746,Banks,Financial Services,Financial Services,FALSE,9.02,1750.13,40.77,217.01,9.45,13.76,22.4,17.01,2.91,35.29,45.39,-2.62,0,9.3
EVERESTIND,1745,Cement & Cement Products,Construction Materials,Commodities,FALSE,87.75,1727.86,-10.39,-83.7,14.3,113.87,50.28,0.03,10.46,2.58,38.4,-34.61,-0.02,11.49
GEPIL,1743,Electrical Equipment,Capital Goods,Industrials,FALSE,,1755.38,-14.35,100.22,28.8,100.6,68.58,3.87,0.11,-20.79,46,-4.23,0,-29.42
AMRUTANJAN,1740,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,39.71,1747.79,19.81,62.93,17.8,154.74,50.59,7.24,0.8,3.71,40.32,-1.74,0,19.31
GNA,1739,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,14.78,1733.55,-11.69,-37.2,-11.68,-18.68,68.15,10.95,0.37,3.19,43.69,-12.07,0,21.39
ATFL,1730,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,123.01,1716.01,-14.28,-63.1,-4.13,34.76,51.77,11.27,7.89,-8.52,39.22,-46.39,0,4.55
SUBEXLTD,1725,IT - Software,Information Technology,Information Technology,FALSE,,1736.14,11.08,-4.49,6.52,55.75,0,0.12,1.3,-7.46,37.35,-1.73,0,-9.35
NSIL,1723,Finance,Financial Services,Financial Services,FALSE,29.22,1734.78,41.69,210.45,-3.71,-16.36,55.62,0.6,4.84,54.6,52.53,-3.62,0,1.57
BHAGCHEM,1692,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,76.72,1687.82,-40.98,-69.48,-39.05,-41.34,23.52,0,0.17,-16.91,48.59,-1.1,0,22.04
VSSL,1682,Industrial Products,Capital Goods,Industrials,FALSE,23.41,1697.62,-0.81,-23.39,-4.28,18.15,60.67,2.5,0.75,0.92,54.53,-3.64,-0.04,20.2
PENIND,1680,Industrial Manufacturing,Capital Goods,Industrials,FALSE,18.02,1674.01,7.59,20.12,-8.52,13.46,39.74,0.35,4.31,2.22,44.18,-5,0,13.32
SADHNANIQ,1680,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,311.38,1656.53,41.28,24,4.93,-63.81,65.81,0.05,0,29.82,35.42,-3.49,-5.31,5
KIRIINDUS,1665,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,20.6,1670.88,7.32,134.15,-5.12,572.54,26.72,0.56,45.73,-15.5,32.04,-15.1,0,4.77
CAMLINFINE,1662,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,,1647.76,-0.5,-151.57,-4.93,31.45,48.03,3.75,0.99,0.81,28.6,-5.67,0,10.16
AEROFLEX,1648,Industrial Products,Capital Goods,Industrials,FALSE,50.9,1652.07,10.97,75.92,-13.01,-21.63,66.99,5.83,0.36,,38.11,-6.35,0,34.56
SIRCA,1644,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,33.86,1639.06,11.15,-0.19,-13.29,-32.24,67.55,0.8,5.93,17.51,23.59,-17.35,0,25.33
DCMSRIND,1644,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,15.27,1652.85,-18.46,156.63,-19.32,40.95,50.11,7.83,1.4,-12.79,53.53,-4.17,0,10.05
